Question,Category,SubCategory
Tacoma Washington Dallas Texas,Semantic,: city-in-state
Tacoma Washington Jacksonville Florida,Semantic,: city-in-state
Tacoma Washington Indianapolis Indiana,Semantic,: city-in-state
Tacoma Washington Austin Texas,Semantic,: city-in-state
Tacoma Washington Detroit Michigan,Semantic,: city-in-state
Tacoma Washington Memphis Tennessee,Semantic,: city-in-state
Tacoma Washington Boston Massachusetts,Semantic,: city-in-state
Tacoma Washington Denver Colorado,Semantic,: city-in-state
Tacoma Washington Baltimore Maryland,Semantic,: city-in-state
Tacoma Washington Nashville Tennessee,Semantic,: city-in-state
Tacoma Washington Louisville Kentucky,Semantic,: city-in-state
Tacoma Washington Milwaukee Wisconsin,Semantic,: city-in-state
Tacoma Washington Portland Oregon,Semantic,: city-in-state
Tacoma Washington Tucson Arizona,Semantic,: city-in-state
Tacoma Washington Fresno California,Semantic,: city-in-state
Tacoma Washington Sacramento California,Semantic,: city-in-state
Tacoma Washington Mesa Arizona,Semantic,: city-in-state
Tacoma Washington Atlanta Georgia,Semantic,: city-in-state
Tacoma Washington Omaha Nebraska,Semantic,: city-in-state
Tacoma Washington Miami Florida,Semantic,: city-in-state
Tacoma Washington Tulsa Oklahoma,Semantic,: city-in-state
Tacoma Washington Oakland California,Semantic,: city-in-state
Tacoma Washington Cleveland Ohio,Semantic,: city-in-state
Tacoma Washington Minneapolis Minnesota,Semantic,: city-in-state
Tacoma Washington Wichita Kansas,Semantic,: city-in-state
Tacoma Washington Arlington Texas,Semantic,: city-in-state
Oxnard California Akron Ohio,Semantic,: city-in-state
Oxnard California Amarillo Texas,Semantic,: city-in-state
Oxnard California Tallahassee Florida,Semantic,: city-in-state
Oxnard California Huntsville Alabama,Semantic,: city-in-state
Oxnard California Worcester Massachusetts,Semantic,: city-in-state
Oxnard California Chicago Illinois,Semantic,: city-in-state
Oxnard California Houston Texas,Semantic,: city-in-state
Oxnard California Philadelphia Pennsylvania,Semantic,: city-in-state
Oxnard California Phoenix Arizona,Semantic,: city-in-state
Oxnard California Dallas Texas,Semantic,: city-in-state
Oxnard California Jacksonville Florida,Semantic,: city-in-state
Oxnard California Indianapolis Indiana,Semantic,: city-in-state
Oxnard California Austin Texas,Semantic,: city-in-state
Oxnard California Detroit Michigan,Semantic,: city-in-state
Oxnard California Memphis Tennessee,Semantic,: city-in-state
Oxnard California Boston Massachusetts,Semantic,: city-in-state
Oxnard California Seattle Washington,Semantic,: city-in-state
Oxnard California Denver Colorado,Semantic,: city-in-state
Oxnard California Baltimore Maryland,Semantic,: city-in-state
Oxnard California Nashville Tennessee,Semantic,: city-in-state
Oxnard California Louisville Kentucky,Semantic,: city-in-state
Oxnard California Milwaukee Wisconsin,Semantic,: city-in-state
Oxnard California Portland Oregon,Semantic,: city-in-state
Oxnard California Tucson Arizona,Semantic,: city-in-state
Oxnard California Mesa Arizona,Semantic,: city-in-state
Oxnard California Atlanta Georgia,Semantic,: city-in-state
Oxnard California Omaha Nebraska,Semantic,: city-in-state
Oxnard California Miami Florida,Semantic,: city-in-state
Oxnard California Tulsa Oklahoma,Semantic,: city-in-state
Oxnard California Cleveland Ohio,Semantic,: city-in-state
Oxnard California Minneapolis Minnesota,Semantic,: city-in-state
Oxnard California Wichita Kansas,Semantic,: city-in-state
Oxnard California Arlington Texas,Semantic,: city-in-state
Fontana California Akron Ohio,Semantic,: city-in-state
Fontana California Amarillo Texas,Semantic,: city-in-state
Fontana California Tallahassee Florida,Semantic,: city-in-state
Fontana California Huntsville Alabama,Semantic,: city-in-state
Fontana California Worcester Massachusetts,Semantic,: city-in-state
Fontana California Chicago Illinois,Semantic,: city-in-state
Fontana California Houston Texas,Semantic,: city-in-state
Fontana California Philadelphia Pennsylvania,Semantic,: city-in-state
Fontana California Phoenix Arizona,Semantic,: city-in-state
Fontana California Dallas Texas,Semantic,: city-in-state
Fontana California Jacksonville Florida,Semantic,: city-in-state
Fontana California Indianapolis Indiana,Semantic,: city-in-state
Fontana California Austin Texas,Semantic,: city-in-state
Fontana California Detroit Michigan,Semantic,: city-in-state
Fontana California Memphis Tennessee,Semantic,: city-in-state
Fontana California Boston Massachusetts,Semantic,: city-in-state
Fontana California Seattle Washington,Semantic,: city-in-state
Fontana California Denver Colorado,Semantic,: city-in-state
Fontana California Baltimore Maryland,Semantic,: city-in-state
Fontana California Nashville Tennessee,Semantic,: city-in-state
Fontana California Louisville Kentucky,Semantic,: city-in-state
Fontana California Milwaukee Wisconsin,Semantic,: city-in-state
Fontana California Portland Oregon,Semantic,: city-in-state
Fontana California Tucson Arizona,Semantic,: city-in-state
Fontana California Mesa Arizona,Semantic,: city-in-state
Fontana California Atlanta Georgia,Semantic,: city-in-state
Fontana California Omaha Nebraska,Semantic,: city-in-state
Fontana California Miami Florida,Semantic,: city-in-state
Fontana California Tulsa Oklahoma,Semantic,: city-in-state
Fontana California Cleveland Ohio,Semantic,: city-in-state
Fontana California Minneapolis Minnesota,Semantic,: city-in-state
Fontana California Wichita Kansas,Semantic,: city-in-state
Fontana California Arlington Texas,Semantic,: city-in-state
Fontana California Tampa Florida,Semantic,: city-in-state
Akron Ohio Amarillo Texas,Semantic,: city-in-state
Akron Ohio Glendale California,Semantic,: city-in-state
Akron Ohio Tallahassee Florida,Semantic,: city-in-state
Akron Ohio Huntsville Alabama,Semantic,: city-in-state
Akron Ohio Worcester Massachusetts,Semantic,: city-in-state
Akron Ohio Chicago Illinois,Semantic,: city-in-state
Akron Ohio Houston Texas,Semantic,: city-in-state
Akron Ohio Philadelphia Pennsylvania,Semantic,: city-in-state
Akron Ohio Phoenix Arizona,Semantic,: city-in-state
Akron Ohio Dallas Texas,Semantic,: city-in-state
Akron Ohio Jacksonville Florida,Semantic,: city-in-state
Akron Ohio Indianapolis Indiana,Semantic,: city-in-state
Akron Ohio Austin Texas,Semantic,: city-in-state
Akron Ohio Detroit Michigan,Semantic,: city-in-state
Akron Ohio Memphis Tennessee,Semantic,: city-in-state
Akron Ohio Boston Massachusetts,Semantic,: city-in-state
Akron Ohio Seattle Washington,Semantic,: city-in-state
Akron Ohio Denver Colorado,Semantic,: city-in-state
Akron Ohio Baltimore Maryland,Semantic,: city-in-state
Akron Ohio Nashville Tennessee,Semantic,: city-in-state
Akron Ohio Louisville Kentucky,Semantic,: city-in-state
Akron Ohio Milwaukee Wisconsin,Semantic,: city-in-state
Akron Ohio Portland Oregon,Semantic,: city-in-state
Akron Ohio Tucson Arizona,Semantic,: city-in-state
Akron Ohio Fresno California,Semantic,: city-in-state
Akron Ohio Sacramento California,Semantic,: city-in-state
Akron Ohio Mesa Arizona,Semantic,: city-in-state
Akron Ohio Atlanta Georgia,Semantic,: city-in-state
Akron Ohio Omaha Nebraska,Semantic,: city-in-state
Akron Ohio Miami Florida,Semantic,: city-in-state
Akron Ohio Tulsa Oklahoma,Semantic,: city-in-state
Akron Ohio Oakland California,Semantic,: city-in-state
Akron Ohio Minneapolis Minnesota,Semantic,: city-in-state
Akron Ohio Wichita Kansas,Semantic,: city-in-state
Akron Ohio Arlington Texas,Semantic,: city-in-state
Akron Ohio Bakersfield California,Semantic,: city-in-state
Akron Ohio Tampa Florida,Semantic,: city-in-state
Akron Ohio Anaheim California,Semantic,: city-in-state
Amarillo Texas Glendale California,Semantic,: city-in-state
Amarillo Texas Tallahassee Florida,Semantic,: city-in-state
Amarillo Texas Huntsville Alabama,Semantic,: city-in-state
Amarillo Texas Worcester Massachusetts,Semantic,: city-in-state
Amarillo Texas Chicago Illinois,Semantic,: city-in-state
Amarillo Texas Philadelphia Pennsylvania,Semantic,: city-in-state
Amarillo Texas Phoenix Arizona,Semantic,: city-in-state
Amarillo Texas Jacksonville Florida,Semantic,: city-in-state
Amarillo Texas Indianapolis Indiana,Semantic,: city-in-state
Amarillo Texas Detroit Michigan,Semantic,: city-in-state
Amarillo Texas Memphis Tennessee,Semantic,: city-in-state
Amarillo Texas Boston Massachusetts,Semantic,: city-in-state
Amarillo Texas Seattle Washington,Semantic,: city-in-state
Amarillo Texas Denver Colorado,Semantic,: city-in-state
Amarillo Texas Baltimore Maryland,Semantic,: city-in-state
Amarillo Texas Nashville Tennessee,Semantic,: city-in-state
Amarillo Texas Louisville Kentucky,Semantic,: city-in-state
Amarillo Texas Milwaukee Wisconsin,Semantic,: city-in-state
Amarillo Texas Portland Oregon,Semantic,: city-in-state
Amarillo Texas Tucson Arizona,Semantic,: city-in-state
Amarillo Texas Fresno California,Semantic,: city-in-state
Amarillo Texas Sacramento California,Semantic,: city-in-state
Amarillo Texas Mesa Arizona,Semantic,: city-in-state
Amarillo Texas Atlanta Georgia,Semantic,: city-in-state
Amarillo Texas Omaha Nebraska,Semantic,: city-in-state
Amarillo Texas Miami Florida,Semantic,: city-in-state
Amarillo Texas Tulsa Oklahoma,Semantic,: city-in-state
Amarillo Texas Oakland California,Semantic,: city-in-state
Amarillo Texas Cleveland Ohio,Semantic,: city-in-state
Amarillo Texas Minneapolis Minnesota,Semantic,: city-in-state
Amarillo Texas Wichita Kansas,Semantic,: city-in-state
Amarillo Texas Bakersfield California,Semantic,: city-in-state
Amarillo Texas Tampa Florida,Semantic,: city-in-state
Amarillo Texas Anaheim California,Semantic,: city-in-state
Amarillo Texas Honolulu Hawaii,Semantic,: city-in-state
Glendale California Tallahassee Florida,Semantic,: city-in-state
Glendale California Huntsville Alabama,Semantic,: city-in-state
Glendale California Worcester Massachusetts,Semantic,: city-in-state
Glendale California Chicago Illinois,Semantic,: city-in-state
Glendale California Houston Texas,Semantic,: city-in-state
Glendale California Philadelphia Pennsylvania,Semantic,: city-in-state
Glendale California Phoenix Arizona,Semantic,: city-in-state
Glendale California Dallas Texas,Semantic,: city-in-state
Glendale California Jacksonville Florida,Semantic,: city-in-state
Glendale California Indianapolis Indiana,Semantic,: city-in-state
Glendale California Austin Texas,Semantic,: city-in-state
Glendale California Detroit Michigan,Semantic,: city-in-state
Glendale California Memphis Tennessee,Semantic,: city-in-state
Glendale California Boston Massachusetts,Semantic,: city-in-state
Glendale California Seattle Washington,Semantic,: city-in-state
Glendale California Denver Colorado,Semantic,: city-in-state
Glendale California Baltimore Maryland,Semantic,: city-in-state
Glendale California Nashville Tennessee,Semantic,: city-in-state
Glendale California Louisville Kentucky,Semantic,: city-in-state
Glendale California Milwaukee Wisconsin,Semantic,: city-in-state
Glendale California Portland Oregon,Semantic,: city-in-state
Glendale California Tucson Arizona,Semantic,: city-in-state
Glendale California Mesa Arizona,Semantic,: city-in-state
Glendale California Atlanta Georgia,Semantic,: city-in-state
Glendale California Omaha Nebraska,Semantic,: city-in-state
Glendale California Miami Florida,Semantic,: city-in-state
Glendale California Tulsa Oklahoma,Semantic,: city-in-state
Glendale California Cleveland Ohio,Semantic,: city-in-state
Glendale California Minneapolis Minnesota,Semantic,: city-in-state
Glendale California Wichita Kansas,Semantic,: city-in-state
Glendale California Arlington Texas,Semantic,: city-in-state
Glendale California Tampa Florida,Semantic,: city-in-state
Glendale California Honolulu Hawaii,Semantic,: city-in-state
Glendale California Pittsburgh Pennsylvania,Semantic,: city-in-state
Tallahassee Florida Huntsville Alabama,Semantic,: city-in-state
Tallahassee Florida Worcester Massachusetts,Semantic,: city-in-state
Tallahassee Florida Chicago Illinois,Semantic,: city-in-state
Tallahassee Florida Houston Texas,Semantic,: city-in-state
Tallahassee Florida Philadelphia Pennsylvania,Semantic,: city-in-state
Tallahassee Florida Phoenix Arizona,Semantic,: city-in-state
Tallahassee Florida Dallas Texas,Semantic,: city-in-state
Tallahassee Florida Indianapolis Indiana,Semantic,: city-in-state
Tallahassee Florida Austin Texas,Semantic,: city-in-state
Tallahassee Florida Detroit Michigan,Semantic,: city-in-state
Tallahassee Florida Memphis Tennessee,Semantic,: city-in-state
Tallahassee Florida Boston Massachusetts,Semantic,: city-in-state
Tallahassee Florida Seattle Washington,Semantic,: city-in-state
Tallahassee Florida Denver Colorado,Semantic,: city-in-state
Tallahassee Florida Baltimore Maryland,Semantic,: city-in-state
Tallahassee Florida Nashville Tennessee,Semantic,: city-in-state
Tallahassee Florida Louisville Kentucky,Semantic,: city-in-state
Tallahassee Florida Milwaukee Wisconsin,Semantic,: city-in-state
Tallahassee Florida Portland Oregon,Semantic,: city-in-state
Tallahassee Florida Tucson Arizona,Semantic,: city-in-state
Tallahassee Florida Fresno California,Semantic,: city-in-state
Tallahassee Florida Sacramento California,Semantic,: city-in-state
Tallahassee Florida Mesa Arizona,Semantic,: city-in-state
Tallahassee Florida Atlanta Georgia,Semantic,: city-in-state
Tallahassee Florida Omaha Nebraska,Semantic,: city-in-state
Tallahassee Florida Tulsa Oklahoma,Semantic,: city-in-state
Tallahassee Florida Oakland California,Semantic,: city-in-state
Tallahassee Florida Cleveland Ohio,Semantic,: city-in-state
Tallahassee Florida Minneapolis Minnesota,Semantic,: city-in-state
Tallahassee Florida Wichita Kansas,Semantic,: city-in-state
Tallahassee Florida Arlington Texas,Semantic,: city-in-state
Tallahassee Florida Bakersfield California,Semantic,: city-in-state
Tallahassee Florida Anaheim California,Semantic,: city-in-state
Tallahassee Florida Honolulu Hawaii,Semantic,: city-in-state
Tallahassee Florida Pittsburgh Pennsylvania,Semantic,: city-in-state
Tallahassee Florida Lexington Kentucky,Semantic,: city-in-state
Huntsville Alabama Worcester Massachusetts,Semantic,: city-in-state
Huntsville Alabama Chicago Illinois,Semantic,: city-in-state
Huntsville Alabama Houston Texas,Semantic,: city-in-state
Huntsville Alabama Philadelphia Pennsylvania,Semantic,: city-in-state
Huntsville Alabama Phoenix Arizona,Semantic,: city-in-state
Huntsville Alabama Dallas Texas,Semantic,: city-in-state
Huntsville Alabama Jacksonville Florida,Semantic,: city-in-state
Huntsville Alabama Indianapolis Indiana,Semantic,: city-in-state
Huntsville Alabama Austin Texas,Semantic,: city-in-state
Huntsville Alabama Detroit Michigan,Semantic,: city-in-state
Huntsville Alabama Memphis Tennessee,Semantic,: city-in-state
Huntsville Alabama Boston Massachusetts,Semantic,: city-in-state
Huntsville Alabama Seattle Washington,Semantic,: city-in-state
Huntsville Alabama Denver Colorado,Semantic,: city-in-state
Huntsville Alabama Baltimore Maryland,Semantic,: city-in-state
Huntsville Alabama Nashville Tennessee,Semantic,: city-in-state
Huntsville Alabama Louisville Kentucky,Semantic,: city-in-state
Huntsville Alabama Milwaukee Wisconsin,Semantic,: city-in-state
Huntsville Alabama Portland Oregon,Semantic,: city-in-state
Huntsville Alabama Tucson Arizona,Semantic,: city-in-state
Huntsville Alabama Fresno California,Semantic,: city-in-state
Huntsville Alabama Sacramento California,Semantic,: city-in-state
Huntsville Alabama Mesa Arizona,Semantic,: city-in-state
